brand,model_name,launch_year,ram,rom,price,battery,Back_Camera_MP,Front_Camera_MP,Processor,5G_Support,Avg_Rating,Positive_Reviews,Negative_Reviews,review,os_type,popularity,category
Samsung,Galaxy S22 (5G),2022,8,128,41400,3700,50,10,Snapdragon 8 Gen 1,Yes,4.1,98,12,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S22 (5G),2022,8,128,41400,3700,50,10,Snapdragon 8 Gen 1,Yes,3.4,167,61,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S22 (5G),2022,8,256,47800,3700,50,10,Snapdragon 8 Gen 1,Yes,3.3,219,49,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S22 (5G),2022,8,256,47800,3700,50,10,Snapdragon 8 Gen 1,Yes,4.3,127,10,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S22 (5G),2022,8,256,47800,3700,50,10,Snapdragon 8 Gen 1,Yes,3.4,112,19,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,128,41400,3900,50,12,Snapdragon 8 Gen 2,Yes,3.8,391,18,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,128,41400,3900,50,12,Snapdragon 8 Gen 2,Yes,4.2,255,92,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,128,41400,3900,50,12,Snapdragon 8 Gen 2,Yes,4.4,194,61,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,256,47800,3900,50,12,Snapdragon 8 Gen 2,Yes,4.5,176,29,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,256,47800,3900,50,12,Snapdragon 8 Gen 2,Yes,4.5,98,25,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,256,47800,3900,50,12,Snapdragon 8 Gen 2,Yes,3.5,80,16,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,512,60600,3900,50,12,Snapdragon 8 Gen 2,Yes,4.4,272,26,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,512,60600,3900,50,12,Snapdragon 8 Gen 2,Yes,4.6,277,81,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S23 (5G),2023,8,512,60600,3900,50,12,Snapdragon 8 Gen 2,Yes,4.2,82,22,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S24 (5G),2024,12,256,47800,4000,50,12,Exynos 2400,Yes,4.6,280,96,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S24 (5G),2024,12,256,47800,4000,50,12,Exynos 2400,Yes,4,144,44,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S24 (5G),2024,12,256,47800,4000,50,12,Exynos 2400,Yes,4,131,8,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S24 (5G),2024,12,512,60600,4000,50,12,Exynos 2400,Yes,3.3,229,75,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S24 (5G),2024,12,512,60600,4000,50,12,Exynos 2400,Yes,3.8,102,30,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S24 (5G),2024,12,512,60600,4000,50,12,Exynos 2400,Yes,3.9,50,11,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A50,2019,4,64,17560,4000,25,25,Exynos 9610,No,3.9,77,11,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A50,2019,4,64,17560,4000,25,25,Exynos 9610,No,3.9,255,38,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A50,2019,4,64,17560,4000,25,25,Exynos 9610,No,4,148,39,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A50,2019,4,128,20120,4000,25,25,Exynos 9610,No,3.5,95,18,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A50,2019,4,128,20120,4000,25,25,Exynos 9610,No,3.4,88,34,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A50,2019,4,128,20120,4000,25,25,Exynos 9610,No,4.5,300,43,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A71,2020,6,128,20120,4500,64,32,Snapdragon 730,No,3.4,347,45,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A71,2020,6,128,20120,4500,64,32,Snapdragon 730,No,3.3,100,15,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A71,2020,6,128,20120,4500,64,32,Snapdragon 730,No,4.3,307,76,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A52 (5G),2021,6,128,20120,4500,64,32,Snapdragon 750G,Yes,4.6,307,123,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A52 (5G),2021,6,128,20120,4500,64,32,Snapdragon 750G,Yes,4.7,127,11,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A52 (5G),2021,6,128,20120,4500,64,32,Snapdragon 750G,Yes,4.1,118,20,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A52 (5G),2021,6,256,25240,4500,64,32,Snapdragon 750G,Yes,3.9,232,36,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A52 (5G),2021,6,256,25240,4500,64,32,Snapdragon 750G,Yes,4.7,167,38,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A52 (5G),2021,6,256,25240,4500,64,32,Snapdragon 750G,Yes,4.2,202,44,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M31,2020,6,64,17560,6000,64,32,Exynos 9611,No,3.3,215,30,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M31,2020,6,64,17560,6000,64,32,Exynos 9611,No,4,139,32,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M31,2020,6,128,20120,6000,64,32,Exynos 9611,No,3.2,349,36,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M31,2020,6,128,20120,6000,64,32,Exynos 9611,No,3.5,308,13,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M34 (5G),2023,8,128,20120,6000,50,13,Exynos 1280,Yes,3.7,62,12,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M34 (5G),2023,8,128,20120,6000,50,13,Exynos 1280,Yes,3.8,255,44,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M34 (5G),2023,8,128,20120,6000,50,13,Exynos 1280,Yes,4.6,247,22,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M34 (5G),2023,8,256,25240,6000,50,13,Exynos 1280,Yes,4.7,151,9,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M34 (5G),2023,8,256,25240,6000,50,13,Exynos 1280,Yes,4.6,136,19,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M34 (5G),2023,8,256,25240,6000,50,13,Exynos 1280,Yes,4.2,243,7,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A04,2024,6,64,8220,4000,48,8,Helio G85,No,3.7,126,41,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A04,2023,6,64,6692,6000,8,5,Helio G85,No,4.5,200,2,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M11,2024,2,64,11464,6000,8,5,Helio G85,No,3.9,229,14,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy M21,2020,2,128,7895,6000,48,8,Unisoc,No,4.2,325,53,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy M11,2023,3,64,5333,6000,13,8,Snapdragon 450,No,3.8,101,16,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A04,2021,4,32,7616,5000,8,5,Helio G85,No,4.4,148,61,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy M21,2020,2,128,6076,5000,12,8,Helio G35,No,4.7,62,28,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A04,2023,6,64,10382,4000,12,8,Helio G35,No,3.7,208,56,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M21,2022,2,32,6057,5000,13,8,Helio G85,No,4,281,55,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy M21,2023,4,64,10797,6000,8,8,Unisoc,No,4.3,210,75,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy M21,2023,3,128,11467,6000,8,13,Unisoc,No,3.3,56,15,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy M21,2020,4,32,11824,5000,48,13,Helio G35,No,3.6,253,5,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy M21,2020,2,64,10400,5000,12,5,Helio G35,No,3.9,281,118,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A04,2024,6,32,9281,4000,8,13,Snapdragon 450,No,4,199,71,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M21,2023,6,128,9671,4000,12,5,Snapdragon 450,No,3.4,318,77,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M21,2023,6,32,11346,5000,48,5,Helio G35,No,4,35,10,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M21,2021,6,64,6191,5000,13,8,Unisoc,No,4.1,171,82,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A04,2022,6,32,8512,6000,12,8,Helio G85,No,4.8,202,24,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy M11,2022,2,64,9942,6000,13,13,Helio G35,No,4.5,161,56,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,3,phone
Samsung,Galaxy A15 2025,2025,12,256,53383,5500,48,12,Dimensity 9300,Yes,3.8,312,68,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A15 2025,2025,6,256,20300,4500,50,12,Snapdragon 8 Gen 4,Yes,3.9,349,42,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A15 2025,2025,12,256,58699,5500,48,16,Dimensity 9300,Yes,4.2,237,103,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A15 2025,2025,6,256,74525,5000,48,12,Snapdragon 8 Gen 4,Yes,3.9,340,88,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy S25 (5G),2025,8,128,73660,5000,108,16,Snapdragon 7 Gen 3,Yes,4.5,72,20,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,3,phone
Samsung,Galaxy A15 2025,2025,6,256,16921,5000,48,12,Snapdragon 7 Gen 3,Yes,3.7,73,22,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,3,phone
Redmi,Redmi Note 9,2020,4,64,11880,5020,48,13,Helio G85,No,4,57,9,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi Note 9,2020,4,64,11880,5020,48,13,Helio G85,No,3.8,356,66,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi Note 9,2020,4,128,14760,5020,48,13,Helio G85,No,4.2,45,8,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi Note 9,2020,4,128,14760,5020,48,13,Helio G85,No,4.7,76,26,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi Note 13 Pro (5G),2024,12,256,20520,5100,200,16,Snapdragon 7s Gen 2,Yes,3.4,83,16,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 13 Pro (5G),2024,12,256,20520,5100,200,16,Snapdragon 7s Gen 2,Yes,3.2,252,54,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 13 Pro (5G),2024,12,512,32040,5100,200,16,Snapdragon 7s Gen 2,Yes,4.7,85,31,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 13 Pro (5G),2024,12,512,32040,5100,200,16,Snapdragon 7s Gen 2,Yes,3.3,81,29,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi 10A,2024,6,32,5419,6000,48,5,Helio G85,No,4.7,184,25,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi 10A,2021,4,128,7103,4000,48,8,Snapdragon 450,No,3.8,196,40,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 9,2024,4,32,10957,4000,13,13,Snapdragon 450,No,4.3,163,9,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 9,2020,2,32,7088,6000,12,8,Helio G35,No,3.8,140,5,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 9,2021,4,64,8808,5000,12,8,Unisoc,No,4.3,127,2,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi A1,2023,3,32,11752,6000,8,8,Unisoc,No,3.7,42,8,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi A1,2019,2,128,11264,4000,13,5,Helio G85,No,4.6,251,27,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 10A,2023,4,128,5010,6000,48,13,Helio G35,No,4.7,329,90,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi A1,2019,2,128,10133,4000,48,13,Snapdragon 450,No,3.3,76,27,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 10A,2021,6,128,6276,5000,48,13,Snapdragon 450,No,4.5,44,16,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi 9,2022,4,64,11805,4000,12,13,Unisoc,No,3.2,317,37,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 10A,2019,3,128,8007,6000,12,5,Helio G35,No,3.2,106,16,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 10A,2021,4,32,11544,5000,13,5,Unisoc,No,3.3,123,26,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 9,2023,2,32,7140,4000,48,5,Unisoc,No,3.6,273,80,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 9,2020,3,128,6518,4000,12,5,Snapdragon 450,No,3.8,317,72,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 10A,2022,4,64,7500,5000,8,5,Snapdragon 450,No,4.5,94,32,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi A1,2022,6,64,10584,4000,8,8,Helio G85,No,3.3,254,67,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi A1,2024,2,64,6332,4000,13,13,Unisoc,No,3.5,273,104,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 9,2021,6,64,8745,4000,12,5,Helio G35,No,4.4,213,76,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi A1,2020,3,64,10942,4000,13,5,Helio G85,No,4.5,164,62,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 10A,2022,2,32,7195,4000,8,8,Helio G85,No,4.5,288,86,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi A1,2022,4,128,6242,5000,48,5,Snapdragon 450,No,4.1,330,47,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 10A,2020,4,128,5227,4000,13,5,Snapdragon 450,No,4.8,320,83,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 9,2019,2,64,7070,5000,12,5,Snapdragon 450,No,3.3,57,6,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi 10A,2020,3,128,10476,4000,8,5,Helio G35,No,3.4,56,2,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi A1,2024,3,32,6449,4000,13,5,Snapdragon 450,No,3.4,93,35,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Redmi,Redmi Note 14 (5G),2025,6,256,71303,4500,48,12,Snapdragon 7 Gen 3,Yes,3.9,290,34,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 14 (5G),2025,6,256,86624,5500,108,12,Snapdragon 8 Gen 4,Yes,4.3,44,9,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 14 (5G),2025,8,256,51561,4500,50,16,Snapdragon 7 Gen 3,Yes,3.7,102,40,Battery performance is average. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 14 (5G),2025,12,128,87199,4500,64,32,Tensor G4,Yes,4.8,348,54,Battery performance is average. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 14 (5G),2025,12,128,19942,5000,64,32,Snapdragon 7 Gen 3,Yes,3.5,171,38,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 14 (5G),2025,12,256,72415,5500,64,16,Tensor G4,Yes,4.4,271,43,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Redmi,Redmi Note 14 (5G),2025,12,128,86528,5500,48,16,Dimensity 9300,Yes,4.1,69,19,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme 8,2021,6,128,17760,5000,64,16,Helio G95,No,4.5,204,60,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme 8,2021,6,128,17760,5000,64,16,Helio G95,No,3.3,297,95,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme GT 2 (5G),2022,8,128,17760,5000,50,16,Snapdragon 888,Yes,4.5,270,54,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme GT 2 (5G),2022,8,128,17760,5000,50,16,Snapdragon 888,Yes,4.8,169,45,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme GT 2 (5G),2022,8,256,23520,5000,50,16,Snapdragon 888,Yes,4.7,108,44,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme GT 2 (5G),2022,8,256,23520,5000,50,16,Snapdragon 888,Yes,4.7,211,45,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme Narzo 60 (5G),2023,8,128,16400,5000,64,16,Dimensity 6020,Yes,3.4,252,73,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme Narzo 60 (5G),2023,8,128,16400,5000,64,16,Dimensity 6020,Yes,3.3,140,30,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme Narzo 60 (5G),2023,8,256,22800,5000,64,16,Dimensity 6020,Yes,3.7,66,8,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme Narzo 60 (5G),2023,8,256,22800,5000,64,16,Dimensity 6020,Yes,3.4,229,36,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme C55,2023,6,128,16400,5000,64,8,Helio G88,No,4.3,240,69,Battery is good and reliable. Camera quality is good. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme C55,2023,6,128,16400,5000,64,8,Helio G88,No,3.9,203,93,Battery is good and reliable. Camera quality is good. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme C30,2023,3,32,5596,5000,48,8,Helio G85,No,3.2,342,29,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Realme,Realme C21,2022,2,128,7934,4000,48,8,Helio G35,No,4.6,99,37,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Realme,Realme C11,2019,3,64,6748,6000,48,13,Snapdragon 450,No,4.6,316,27,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Realme,Realme C21,2019,4,128,6525,6000,13,13,Helio G85,No,3.4,49,16,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Realme,Realme C30,2024,2,32,9269,5000,13,13,Helio G85,No,3.7,130,19,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Realme,Realme C30,2021,6,32,10300,6000,8,5,Helio G35,No,3.3,142,60,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme C21,2020,6,128,10890,6000,8,8,Unisoc,No,4.3,306,49,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,Android/Window,2,phone
Realme,Realme C30,2019,2,64,7044,5000,8,8,Snapdragon 450,No,4.3,53,10,Battery is good and reliable. Camera is decent for normal use. Overall user feedback is positive. This phone does not have the best processor.,Android/Window,2,phone
Realme,Realme C30,2023,4,64,10311,6000,13,8,Helio G35,No,3.9,239,5,Battery is good and reliable. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
Realme,Realme C11,2021,2,128,11943,4000,48,8,Snapdragon 450,No,4,140,14,Battery performance is average. Camera is decent for normal use. User feedback is mixed. This phone does not have the best processor.,Android/Window,2,phone
